Name,imageUrl,Location,linkedin,Description,Investment_Sector,investments,companyWebsite
Holger Bollmann,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/holger_bollmann.jpg,"Burgess Hill, UK",https://www.linkedin.com/in/hbollmann,Holger Bollmann serves as an angel investor for South East Angels. His role involves providing financial backing for startups and entrepreneurs in the early stages of their businesses.,,,www.strengthify.com
Matt Thomas,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/matt_thomas.jpg,", UK",https://www.linkedin.com/in/matt-thomas-ab43b576,,,,http://www.sylvera.com
Tsovinar Sofi Babayan,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/tsovinar_sofi_babayan.jpg,", UK",https://www.linkedin.com/in/tsovinar-sofi-babayan-6371951,,,,http://www.mediainitiatives.am/
Jamie Edwards,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jamie_edwards.jpg,"London, UK",https://www.linkedin.com/in/jmedwardsuk,"Jamie Edwards is a self-taught UX designer who transitioned into computer science before co-founding a B2B SaaS company, where he took on product and operations roles. He then moved on to work at Deliveroo, where he has spent the past few years leading various aspects of the company, including recruiting, organizational development, talent acquisition, and diversity, equality, and inclusion (DEI) initiatives. In addition to his primary roles, Edwards has also had the opportunity to serve as an angel investor and advisor to several impressive teams.",,,https://deliveroo.co.uk
Pratima Aiyagari,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fpratima-aiyagari.jpeg?alt=media&token=042470d3-4486-4037-980f-e5a2a9a4125a,"London, UK",https://www.linkedin.com/in/pratimaaiyagari,,"Tech, Software, AI, Cloud, Data, Retail and Commerce,","Treblle, YZR,",
Maina Sahi,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/maina_sahi.jpg,"London, UK",https://www.linkedin.com/in/mainasahi,"Maina Sahi serves as a highly regarded advisor to boards, CEOs, and other top-tier leaders in influential organizations that play a crucial role in shaping the world's future. With over 20 years of experience, Sahi has provided strategic guidance to a wide range of global non-profits, foundations, investors, and governments in more than 40 countries, across various sectors of impact. Throughout her career, Sahi has utilized platforms such as BCG, Spencer Stuart, Parthenon (now EY-Parthenon), and CDC Group (now British International Investment) to deliver significant, sustainable impact to clients in fields such as education, healthcare, agriculture, climate, social justice, human rights, and crisis management. In her roles.",,,https://outcomesx.com
Robert Nichols,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/robert_nichols.jpg,"Mayfield, UK",https://www.linkedin.com/in/robert-nichols-406b1117,"Robert Nichols holds a key role in strategic planning and executive management, primarily within nonprofit organizations. His expertise spans across a broad spectrum of areas including business transformation, organizational design, business process improvement, and financial services. Nichols has a proven track record in managing budgets, strategic financial management, and mergers and acquisitions. He has demonstrated operational excellence and the ability to lead high performance teams. Nichols is experienced in P&L management, business turnarounds, revenue generation and new business development. In addition, Nichols has considerable experience in the housing sector, with a focus on affordable and social housing. He has served as a non-executive director in residential development projects and housing associations. Nichols is also familiar with board governance, having served on numerous.",,,https://hello-neighbour.com
Chris Morris,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/chris_morris.jpg,"Falkirk, Scotland, UK",https://www.linkedin.com/in/chris-morris-b0325347,,,,â
Rodrigo M.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/rodrigo_m.jpg,"London, UK",https://www.linkedin.com/in/rodrigomallo,"Rodrigo M. is an investor with a focus on science and technology ventures that push the boundaries of innovation. Despite not having a technical background, he thrives in simplifying complex scenarios. Rodrigo is known for supporting risk-takers in the entrepreneurial world, adopting a hands-off approach after providing financial backing. He believes that the best way he can assist founders is by offering them capital and then stepping aside to let them lead. Rodrigo is committed to continuous learning, preferring to absorb information organically rather than through note-taking. He is known for his instinctive decision-making and for standing by his choices.",,,http://www.outsized.vc
Gabbi Cahane,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/gabbi_cahane.jpg,", UK",https://www.linkedin.com/in/gabbicahane,"Gabbi Cahane holds multiple roles within the business and investment sectors, including that of a founder, venture capitalist (VC), and angel investor. He is also an investor and board member with a strong focus on entrepreneurship, digital strategy, and start-ups. Cahane's expertise extends to strategy, brand development, brand architecture, and brand positioning strategies. His involvement in venture capital includes brand development, brand awareness, angel investing, venture financing, early-stage start-ups, and start-up ventures. Additionally, Cahane is known for his unique personal style, often noted for his tattoos.",,,http://stride.vc
John Reynolds,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/john_reynolds.jpg,"New Milton, UK",https://www.linkedin.com/in/johnreynolds1,"John Reynolds is a seasoned entrepreneur and property developer, having founded Titan Property Developments Ltd. Under his leadership, the company has developed over 900 units with a total Gross Development Value of more than Â£210m. Reynolds has also personally raised over Â£45m of equity from private investors for his projects, primarily focusing on town centre apartments, both conversion and new builds. Aside from property development, Reynolds has invested in JAAQ, where he also serves as a relationship director. He is actively working to expand JAAQ's reach by attracting value-add investors and contributors to its platform of creators. Reynolds is also a shareholder and Relationship Director at Bolt Angels, where he sources investable and mission-led entrepreneurs and business opportunities, connecting them with.",,,http://www.jaaq.co.uk
James Herbert,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/james_herbert.jpg,"London, UK",https://www.linkedin.com/in/herbertjames,"James Herbert, a driven entrepreneur with a knack for innovation, founded Brightsparks in 2003 and Hastee in 2017. The latter, a fintech firm, positioned Herbert as a pioneer in the Earned Wage Access (EWA) sector. Under his leadership as Founder and CEO, Hastee has grown into an industry leader, expanding operations across the UK and Europe to enhance financial wellbeing through improved liquidity. Brightsparks, which Herbert established during his Economics studies at Durham University, connects top-tier staff - over 30,000 to date - with opportunities in the events and hospitality sector. In addition to his entrepreneurial ventures, Herbert also invests in start-ups as an Angel Investor and serves as an Advisor and Non-.",,,http://www.jpmorgan.com
Francesco Perticarari,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/francesco_perticarari.jpg,"London, UK",https://www.linkedin.com/in/fperticarari,"Francesco Perticarari is a computer scientist turned venture capitalist, currently on a mission to establish Europe's first community-driven venture capital (VC) firm in the field of deep technology. His venture, Silicon Roundabout Ventures, is aimed at scaling up his deep tech angel investing activities and inviting other investors and asset allocators to join him. Perticarari's journey into venture investing began with his creation of Silicon Roundabout, the largest tech meetup community in Europe. This platform allows over 15,000 engineers, founders, and startup operators to connect, learn from each other, and showcase frontier technologies. Before founding Silicon Roundabout Ventures, Perticarari has held various roles in computer science, including CTO,.",,,https://siliconroundabout.ventures
Sarthak Sawlani,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sarthak_sawlani.jpg,"London, UK",https://www.linkedin.com/in/sarthak-sawlani-09b35355,Angel investor.,,,http://www.ecipartners.com
Emily Harris,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/emily_harris.jpg,"London, UK",https://www.linkedin.com/in/emilyannharris,"Emily Harris is a technology enthusiast with a passion for utilizing it to combat financial crime and foster global improvement. With a background spanning multiple sectors and jurisdictions, including retail banking, legal, accountancy, payments, and cryptocurrency, Harris brings a wealth of experience to her work. Born in New Zealand and currently residing in London, a global hub for financial technology, she has found her niche working with startups and tech-focused companies. Her role involves assisting these businesses in navigating intricate regulatory requirements. In addition to her professional role, Harris is also an Angel Investor, focusing particularly on startups led by women. She is open to discussions with compliance champions or founders who need guidance. Her areas of expertise include compliance, startups, money laundering, licensing, sanctions, social justice.",,,http://trmlabs.com
Balaji Srinivasan,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fbalaji-srinivasan.jpg?alt=media&token=5c50b6af-a5fb-4696-9259-3cea2556e815,"Singapore, Singapore",https://www.linkedin.com/in/balajissrinivasan/,,"Crypto / Web 3 / Blockchain, Cloud, AI, Data, Tech, Cyber Security, Software,","Sovryn, Ostium Labs,",
John Spindler,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/john_spindler.jpg,"London, UK",https://www.linkedin.com/in/johnbspindler,"John Spindler plays a crucial role in Twin Path, a seed-stage investment firm focusing on UK-based AI and AI-enabled startups. His responsibilities encompass a broad spectrum of areas, including leadership, finance, entrepreneurship, and the management of start-ups. Spindler also handles social media, event management, and social media marketing. His role further extends to devising business strategies, business development, strategic planning, and new business development. Spindler is also involved in shaping the marketing strategy, advertising, and online advertising, as well as managing marketing communications. In addition, he is an angel investor, specializing in early-stage startups and fundraising. His comprehensive role at Twin Path showcases his multifaceted skills and expertise in the startup investment landscape.",,"Jenesys AI,",https://www.twinpath.vc
Chetna Shastry,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/chetna_shastry.jpg,", UK",https://www.linkedin.com/in/chetnashastry,"Chetna Shastry is currently spearheading Product Operations at Wise, a prominent financial technology company. In addition to her role at Wise, she is also an active Angel Investor. Shastry brings a wealth of experience from her time at Uber and holds an MBA from INSEAD, one of the world's leading and largest graduate business schools.",,,https://wise.com/?&utm_medium=organic_social&utm_source=linkedin&utm_campaign=all&utm_content=lipagebutton
Glen Foster,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/glen_foster.jpg,"Milton Keynes, UK",https://www.linkedin.com/in/glenfoster1,,,,http://www.dext.com
Jeppe Rindom,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fjeppe-rindom.jpeg?alt=media&token=d24b8386-a507-42d5-bf8c-064de4ec9d5d,"Copenhagen, Denmark",https://www.linkedin.com/in/jepperindom/,,"Retail and Commerce, Travel, Leisure, Fitness, Food and Beverage, Software, Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing,","Finematter,",
Ian Todd,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ian_todd.jpg,", UK",https://www.linkedin.com/in/ian-todd-5672bb19,,"Marketing, Media, Entertainment, Retail and Commerce, Software, Space, Transportation, Tech, Manufacturing and Industrial, Leisure,","Buzzbike, Cheerfy, Hire Space, Hybrid Air Vehicles, ISO Spaces,",
Chenelle Ansah,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fchenelle-ansah.png?alt=media&token=8af7ea14-e817-4352-92fe-b7d7f3f67e67,"London, UK",http://linkedin.com/in/chenelle-ansah,,"Education, Impact, Healthcare, Leisure, Fitness, Entertainment, Retail and Commerce, Property and Construction, B2C, Environment, Energy, Cleantech, Finance,","Sojo, Boxx London, ByRotation, Nudea, Unhidden Beauty, Lasso Loop, Waya Money (Africa), Upskill (Africa), ,",
Ross Johnson,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ross_johnson.jpg,"London, UK",https://www.linkedin.com/in/ross-johnson-b1b47118,"Ross Johnson is a seasoned executive specializing in revenue, sales, and business development. His extensive experience spans multiple sectors, including Software as a Service (SaaS), technology, and professional services. Johnson has also made a name for himself as an angel investor, backing promising founders in their early stages. Currently, he holds the position of Managing Director of Sales at DFIN, a leading global risk and compliance solutions company. Additionally, he is an angel investor at Heronite, further demonstrating his commitment to supporting innovative start-ups.",,,https://www.dfinsolutions.com
Melissa Murdoch,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/melissa_murdoch.jpg,", UK",https://uk.linkedin.com/in/melissa-murdoch-8135b924,,"Biotech, Life Sciences, Environment, Energy, Cleantech, Impact, Retail and Commerce,","Bio-Bean, Gravitricity, Thrift+, Powervault, Upside Energy, Zeigo.,",
Guillaume Pousaz,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fguillaume-pousaz.jpeg?alt=media&token=58d5a5db-5e43-4a91-a215-077468c39caf,"London, UK",https://www.linkedin.com/in/guillaumepousaz/,,"Entertainment, Media, B2C, Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing, Software, Supply Chain, Transportation, Logistics,","Shackle, Apron,",
Thomas Kuehn,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/thomas_kuehn.jpg,"London, UK",https://www.linkedin.com/in/thomas-kuehn-9106b064,,,,https://www.vectormla.com
Kyle Gulamerian,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/kyle_gulamerian.jpg,"London, UK",https://www.linkedin.com/in/kyle-gulamerian-b4489415,,,,
Dennis Kayser,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/dennis_kayser.jpg,"London, UK",https://www.linkedin.com/in/denniskayser,"Dennis Kayser is an angel investor and advisor with a distinguished educational background in Computer Science. He is a graduate of the Copenhagen Master of Excellence (COME) program. His master's thesis, which was completed in collaboration with IBM, focused on designing and prototyping a private cloud computing architecture, earning him an A- grade. In 2009, Kayser was awarded a scholarship by KU for his innovative work, which allowed him to attend the Stanford University Eship conference. During his undergraduate studies, he collaborated with Nordea IT on a project aimed at estimating enterprise scale software projects using SDP and PM4U, for which he received an A+ grade. Kayser also has practical industry experience, having completed a four-month.",,,https://seculyze.com
Henrik Wetter Sanchez,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/henrik_wetter_sanchez.jpg,"London, UK",https://www.linkedin.com/in/henrik-wetter-sanchez,"Henrik Wetter Sanchez holds the position of General Partner at Playfair Capital. In addition to this role, he is also an active Angel Investor.",,,http://www.playfair.vc
Stan Boland,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/stan_boland.jpg,"Cambridge, UK",https://www.linkedin.com/in/stan-boland-b932a/,"<p> Stan Boland, a seasoned entrepreneur, <a href=""/investors/angel-investors/"">angel investor</a> and ex-CEO of FiveAI, has had a diverse and successful career in the technology and semiconductor industry. </p> <h2>Stan Boland, the angel</h2> <p> Stan Boland has invested as an angel investor in TickX and <a href=""/funding/cogna-raised-3760000/"">Cogna</a>. </p> <h3>Angel Investment: Cogna</h3> <p> Stan Boland invested in Cogna along with the following angels: <a href='/investors/hermann-hauser/'>Hermann Hauser</a>, Professor Neil Lawrence, Zayd Enam, Tim Shi, Ping Wu, Aviv Nevo, and Nick Elliot. </p> <p> At the core of Cogna's innovative approach is an AI-driven Software as a Service (SaaS) platform that streamlines data integration across various business functions. </p> <p> This empowers domain experts to collaborate with AI in creating bespoke software tools, facilitating analysis, optimizations, and decisions that result in substantial operational improvements. </p> <p> Cogna's focus on addressing the inherent complexity of diverse processes in sectors like civil engineering and manufacturing sets it apart, as off-the-shelf solutions often fall short in these domains. </p> <p> Early success and positive reception from clients, including Cadent Gas, underscore the potential transformative impact of Cogna's technology on real-world operations and efficiency. </p> <h3>Angel Investment: TickX</h3> <p> TickX is a platform founded in 2015 by childhood friends Steve Pearce and Sam Coley. Originally conceived as a one-stop shop for fans to discover and purchase event tickets, TickX has evolved to offer technology that benefits producers and live entertainment organisers. </p> <p> In 2020, the company shifted its mission to unlock the power of direct bookings for the events industry. </p> <p> TickX operates as a transformational layer situated between marketing teams and platforms, and the ticketing systems it integrates with. Instead of replicating the entire feature set of ticketing systems, TickX focuses on providing a valuable layer on top, described as the 'tip of the iceberg.' This approach aims to enhance ticket sales and marketing efficiencies while allowing ticketing partners to continue functioning as the operational engine for successful ticketing operations. </p> <p> The platform has been involved in powering the ticketing and marketing efforts of major names in the global entertainment industry since 2020. </p> <h2>Stan Boland and FiveAI</h2> <p> His most recent venture, FiveAI, founded in 2015, focused on developing automated driving software. Initially demonstrating a highly automated online driving system for urban driving, FiveAI pivoted to create an integrated, cloud-based development ecosystem for testing automated driving systems in low-fidelity simulation. </p> <p> Bosch acquired FiveAI in 2022, marking Boland's third major exit. Prior to this, he successfully co-founded and led Element 14 Inc. and Icera Semiconductor Inc., both acquired by Broadcom and Nvidia, with a combined sale price exceeding $1.1 billion. </p> <h2>Stanâ€™s background</h2> <p> Graduating in Physics from the University of <a href='/investors/angel-investors-cambridge/'>Cambridge</a>, Boland initially worked in roles at Rolls-Royce Aerospace, Bell Group, and Bricom. His career took a significant turn in the 1980s when he worked for Robert Holmes Ã Court, and later at ICL from 1990 to 1997, where he delved into the technology sector. </p> <p> In 1997, Boland joined Acorn Computers, which eventually spun out as Element 14. Broadcom acquired Element 14 in 2000 for $640 million, leading to Boland becoming the Vice President of its DSL business unit. </p> <p> His directorship extended to ARM Holdings as well. In 2002, Boland co-founded Icera, a venture that was later acquired by Nvidia in 2011 for $367 million plus an undisclosed staff retention amount. </p> <p> Boland's entrepreneurial journey continued as he assumed the role of CEO at Neul in April 2013. Additionally, since January 2014, he has been the Chairman of NMI, the UK national association for companies in the electronics systems sector. </p> <p> Known for his significant contributions to the semiconductor industry, Boland's achievements include being a Board member of ARM Holdings and serving as CEO of Acorn Group plc. His educational background includes a degree in Physics and Theoretical Physics from the University of Cambridge, and he is a member of the Institute of Electrical and Electronics Engineers, as well as a fellow of the Institute of Chartered Management Accountants. </p> <p> Boland's current focus as the CEO of FiveAI reflects his commitment to building robust autonomous driving software. </p>","Tech, Software, B2B, B2C,","TickX, Cogna, Exciting Instruments,",
Jonathon Bunney,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fjonathon-bunney.jpeg?alt=media&token=304601f7-fa06-440b-a286-450b9af3a91d,"London, US",https://www.linkedin.com/in/jonathanbunney/,,"Gaming,","Brainspark Games,",
Fabiola D.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/fabiola_d.jpg,"London, UK",https://www.linkedin.com/in/fabioladasilva,,,,https://gocardless.com
David Ripert,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/david_ripert.jpg,"London, UK",https://www.linkedin.com/in/davidripert,"David Ripert serves as the CEO and Founder of his own company, after gaining significant experience at tech giants such as Google, YouTube, and Netflix. He holds multiple roles, including a board member, a non-executive director (NED), an advisor, and an investor. Ripert is recognized for his entrepreneurial and intrapreneurial skills. His expertise lies in digital innovation and transformation, with a focus on spatial technology, artificial intelligence, Web3, and other emerging technologies. Ripert's work spans internationally and he holds an MBA degree.",,,https://www.portfoliot.com/
Ben Hickman,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ben_hickman.jpg,"Carlisle, UK",https://www.linkedin.com/in/benhickman109,"Ben Hickman, based in Carlisle, Cumbria, holds multiple roles in the business sector, which include a business coach, strategy consultant, and angel investor. He offers professional mentoring with a focus on emotional intelligence and is involved in angel investing. Hickman also has expertise in wellness, executive coaching, business coaching, and strategic market research. He is skilled in various areas of business strategy, including competitive analysis, segmentation, customer insight, strategic planning, and marketing research. Hickman is also proficient in social media, customer experience, customer satisfaction, and analysis. His project management skills extend to data analysis, understanding consumer behaviour, and change management. As a consultant, he has experience in marketing, customer relationship management (CRM), strategic marketing,.",,,http://www.enterprisenation.com
Jim Warwick,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jim_warwick.jpg,", UK",https://uk.linkedin.com/in/jim-warwick-8220912,,"Software, Marketing, Retail and Commerce, Tech, B2B, Drones, Logistics, Environment, Energy, Cleantech, Impact, Hardware, AI, Biotech, Life Sciences, Healthcare, Transportation, Manufacturing and Industrial,","Antiverse, Cambridge Nutraceuticals, HubBox, Rovco, Xampla,",
Dion McKenzie,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/dion_mckenzie.jpg,"London, UK",https://www.linkedin.com/in/dionmckenzie,"Dion McKenzie is a dedicated investor, operator, and social entrepreneur who aims to bring about significant change and create a tenfold impact in his field. In addition to his operational roles, he also contributes as an Angel Investor.",,,http://www.colorintech.org
Syed Ahmed,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fsyed-ahmed.jpg?alt=media&token=b5aee67c-24e3-4de1-8331-281f9d466fae,", UK",https://www.linkedin.com/in/syed-a-96239a26/,,"Tech, Property and Construction, Software, Food and Beverage, Environment, Energy, Cleantech, Impact, Retail and Commerce,","Doorsteps, East London Liquor Company, Powervault, Seven Bro7hers, Winchester Distillery.,",
Shikha Bansal,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/shikha_bansal.jpg,"London, UK",https://www.linkedin.com/in/shikhamazza1,,,,http://www.omio.com/
Iain Purves,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/iain_purves.jpg,"London, UK",https://www.linkedin.com/in/iain-purves-42883531,"Iain Purves serves as an angel investor, providing financial backing for small startups or entrepreneurs. His role involves offering capital in exchange for ownership equity or convertible debt.",,,â
Nico Kunz,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nico_kunz.jpg,", UK",https://www.linkedin.com/in/nicokunz,Angel investor.,,,https://ddloop.app
Elizabeth Nyeko,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/elizabeth_nyeko.jpg,", UK",https://www.linkedin.com/in/elizabethnyeko,Angel investor.,,,http://www.modularitygrid.com
Rob Hamilton,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Frob-hamilton.jpeg?alt=media&token=ab2c51f9-828c-4892-8b23-70d78232d336,"Henley-On-Thames, UK",https://www.linkedin.com/in/robhamiltonr25/,,"Property and Construction,","Stairpay,",
Lesley-Ann Nash,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/lesley_ann_nash.jpg,", UK",https://www.linkedin.com/in/lesleyannnash,"Lesley-Ann Nash holds an MBA and has a background in management consulting and business strategy. Her expertise extends to strategy development, the creation of operating models, and the initiation of start-ups. She has served as a non-executive director and is experienced in angel investing. Nash is skilled in operational and financial risk management, including due diligence, financial analysis, and financial control. She is a Fellow of the Chartered Institute of Management Accountants (FCMA) and is proficient in market analysis and negotiation. She has demonstrated abilities in business relationship management and executive mentoring. Nash's financial acumen extends to derivatives and fixed income. Her managerial competencies include people management, leadership, and executive development.",,,â
Xavier L.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/xavier_l.jpg,"Holloway, UK",https://www.linkedin.com/in/xavier-l-8956a8167,"Xavier L. is a proactive professional with a keen interest in promoting growth and creating strategic partnerships within the rapidly changing technology and innovation sector. He has a strong history of building successful business relationships and possesses a profound understanding of the technical details that drive the industry. In addition to his professional role, Xavier L. is also an angel investor. He has made significant investments in a number of tech-based start-ups, performing thorough due diligence, tracking performance, and optimizing results. His investment portfolio is impressive, with numerous tech start-ups attributing part of their growth and overall success to his financial input. Xavier L.'s investment strategy includes conducting extensive due diligence to assess investment opportunities. This involves market analysis and risk evaluation, ensuring he makes informed decisions.",,,https://blockwarden.io
Charlie Songhust,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fcharlie-songhust.jpeg?alt=media&token=3b39e8c1-ac7d-42e2-9b26-042fa9ace30d,"Washington, US",https://www.linkedin.com/in/charlessonghurst/,,"Impact, Environment, Energy, Cleantech, Animals, Agriculture, Education,","Flow Engineering,",
Chris Hulatt,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fchris-hulatt.jpeg?alt=media&token=1af844b5-eda3-4d7c-aa6a-997315bc6c66,"London, UK",https://www.linkedin.com/in/chris-hulatt-b5424013/,,"Education, Impact,","Zen Educate,",
Sebastian de Lange Kofoed,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sebastian_de_lange_kofoed.jpg,"London, UK",https://www.linkedin.com/in/sebastiankofoed,,,,http://foundersintelligence.com/
Catalina S.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/catalina_s.jpg,"Enfield, UK",https://www.linkedin.com/in/catalinaschveninger,,,,https://hermesa.co.uk/
Kyrill Z.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/kyrill_z.jpg,"London, UK",https://www.linkedin.com/in/kirillzl,,,,â
Adrian Love,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/adrian_love.jpg,"London, UK",https://www.linkedin.com/in/adrian-love-5b514a39,"Adrian Love is a venture capital investor focusing on financial technology (FinTech), property technology (PropTech), and consumer technology (ConsumerTech) sectors. His investments span from the seed stage to Series A funding rounds, specifically within the UK market.",,,http://www.loveventures.co.uk
Wibke Stoffers,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/wibke_stoffers.jpg,"London, UK",https://www.linkedin.com/in/wibkestoffers/,"Wibke Stoffers is an operator and investor in the consumer, health, and wellness sectors in the UK and Europe. She is an active angel investor, advisor, and non-executive director (NED) for early-stage businesses, and is part of the team building the HERmesa angel syndicate in the UK. This syndicate is a community of women operators-turned-angel-investors who support women-founded tech businesses with capital and expertise at the pre-seed stage. In addition to her investment activities, Stoffers also takes on part-time leadership roles in early-stage start-up companies, where she drives commercial strategy and delivery. She also provides advisory services for private equity and venture capital funds and large corporations in the consumer, health.","Healthcare, Property and Construction, B2C, Travel, Leisure, Entertainment, Food and Beverage, Software,","Good Life Sorted, Byway.travel, Dr. Vegan, Ohne, Renude,",
Cameron Lee,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/cameron_lee.jpg,"Manchester, UK",https://www.linkedin.com/in/cameronkaiminglee,,,,http://www.totalprocessing.com
Albert Ho,,,https://www.linkedin.com/in/hoalbert,,,,
Giorgio Belloli,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/giorgio_belloli.jpg,", UK",https://www.linkedin.com/in/giorgio-belloli-a731b44,"Giorgio Belloli, a seasoned luxury fashion industry professional with over 27 years of experience, currently holds a leadership role at Burberry. He manages the Ecommerce,Digital Trading, Digital Product, Data & Analytics, and Performance Marketing teams. Additionally, Belloli spearheads two emerging business functions, Customer and Innovation, aimed at creating new business models and incubation labs to facilitate cross-functional initiatives. He is also a member of the company's Executive Committee. Before joining Burberry, Belloli was instrumental in shaping the Commercial and Sustainability strategy at Farfetch. He played a pivotal role in the company's growth, directing a strategic repositioning while defining a sustainability vision that set a standard for the industry. Belloli has also held positions at.",,,http://burberrycareers.com
Amar Shah,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Famar-shah.jpeg?alt=media&token=9d749cd8-b6ea-4c5b-bd22-eb3e6b6b985a,"London, UK",https://www.linkedin.com/in/amar-shah-2688691b/,,"AI, Data, Tech, Cloud, Cyber Security, Software,","Martian Lawyers Club, Agemo,",
Imran M.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/imran_m.jpg,", UK",https://www.linkedin.com/in/imran-m-98986447,"Imran M. is an angel investor with a broad range of skills, including financial analysis, strategic planning, and business development. He specializes in venture capital and private equity, with an emphasis on film finance and production. His expertise also extends to Microsoft Office and Excel, real estate, and principal investments. Imran M. has invested in numerous early-stage companies in the UK and the US. He actively seeks out potential investment opportunities, sourcing companies and founders through startup media, as well as through his membership in investor networks and crowdfunding platforms. He also utilizes word of mouth to identify promising investments.",,,â
Kyra Cheng Jiaying,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/kyra_cheng_jiaying.jpg,"London, UK",https://www.linkedin.com/in/kyra-cheng,"Kyra Cheng Jiaying holds a pivotal role in customer success at 11x. Prior to this, she accumulated experience in venture capital and technology investment banking. Cheng is also the founder of Women Societies Alliance, an organization aimed at empowering women. In addition to these roles, she also contributes to the business world as an angel investor.",,,http://quantumlightcapital.com
Vladimir Kondrashov,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/vladimir_kondrashov.jpg,"London, UK",https://www.linkedin.com/in/vladimir-kondrashov-668432127,,,,https://ice-markets.com/
Roger Fawcett,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/roger_fawcett.jpg,"Cambridge, UK",https://www.linkedin.com/in/roger-fawcett-568ba51b/,,,,
Nadav Mordechai,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nadav_mordechai.jpg,", UK",https://www.linkedin.com/in/nadavmo,,,,https://www.elsewhen.com
