Name,Image URL,sector,Location,linkedin,Twitter,stage,companyWebsite,contact
Companion Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/digitalisventurescomventure-investment.png,"life sciences, health technology & services, and animal health","New York, US",https://www.linkedin.com/company/digitalis-ventures,@digitalisvc,"Pre-seed, Seed, Growth",https://www.digitalisventures.com/venture-investment,info@digitalisventures.com
Compass Partners International,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cpilcouk.png,Generalist,"London, UK",,,Growth,https://www.cpil.co.uk/,info@cpil.co.uk
Concentric Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/concentricteamcom.png,Generalist,"London, UK",https://www.linkedin.com/company/concentric-ventures/,,"Seed, Growth",https://concentricteam.com/,
Concept Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/conceptventuresvc.png,Generalist,"London, UK",https://www.linkedin.com/company/conceptvc,@ConceptVC_,"Pre-seed, Seed",https://www.conceptventures.vc/,hello@conceptventures.vc
Concrete VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/concretevccom.png,Proptech,"London, UK",https://www.linkedin.com/in/taylorwescoatt/,@ConcreteVCtech,"Seed, Growth",https://www.concretevc.com/,info@concretevc.com
Conduit EIS Impact Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/theconduitconnectcomfund.png,"Impact, Greentech","London, UK",https://www.linkedin.com/company/conduit-connect/,,"Seed, Growth",https://www.theconduitconnect.com/fund,info@theconduitconnect.com
Conduit Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/conduit-venturescom.png,Impact,"London, UK",https://www.linkedin.com/company/conduit-ventures/,@VenturesConduit,"Seed, Series A, Growth",http://www.conduit-ventures.com/,office@conduit-ventures.com
Connect Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/connectventuresco.png,Software,"London, UK",https://www.linkedin.com/company/connect-ventures/,https://twitter.com/connect_v,"Pre-Seed, Seed",https://www.connectventures.co/,
Connection Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/connectioncapitalcouk.png,Generalist,"London, UK",https://www.linkedin.com/company/1050163/,https://twitter.com/ConnectionCap,Growth,https://www.connectioncapital.co.uk/,https://www.connectioncapital.co.uk/contact-us
Consilience Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/consilienceventurescom.png,DeepTech,"London, UK",https://www.linkedin.com/company/consilienceventures,@ConsilienceV,Seed,https://www.consilienceventures.com/,https://marketing003329.typeform.com/to/kbmlYNhv
Contour Venture Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/contourventurescom.png,"Finech, Software, Media","New York, US",https://www.linkedin.com/company/contour-venture-partners/about/,,"Pre-seed, Seed",https://www.contourventures.com/,businessplan@contourventures.com
Convergence partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/convergencepartnerscom.png,"Tech, Africa","Johannesburg, South Africa",http://www.linkedin.com/groups/2192428/members,@convergence_,"Seed, Growth",https://www.convergencepartners.com/,info@convergencepartners.com
Conversion Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/conversioncapitalcom.png,"AI, Software","San Francisco, US",https://linkedin.com/company/conversion-capital,@ConversionCap,"Pre-seed, Seed, Growth",https://conversioncapital.com/,info@conversioncapital.com
Cornerstone VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cornerstonevcco.png,Generalist,"London, UK",https://www.linkedin.com/company/cornerstone-vc/,,"Pre-seed, Seed, Growth",https://www.cornerstonevc.co/,https://www.cornerstonevc.co/pitch/
Rubio Impact Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/rubiovc.png,"Impact, Commerce","Amsterdam, Netherlands",https://www.linkedin.com/company/rubioimpactventures/,,Growth,https://www.rubio.vc/,info@rubio.vc
Craigie Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/craigiecapitalcomindexhtml.png,"FinTech, Software, Enterprise","London, UK",,https://twitter.com/CraigieCapital,Seed,http://www.craigiecapital.com/index.html,contact@craigiecapital.com
Crane Venture Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cranevc.png,"Enterprise, DeepTech, Software","London, UK",https://www.linkedin.com/company/crane-venture-partners/,@crane_vc,"Pre-Seed, Seed",https://crane.vc/,
Creandum,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/creandumcom.png,Generalist,"London, UK",https://www.linkedin.com/company/creandum/,@creandum,"Pre-seed, Seed, Growth",https://www.creandum.com/,
Creative Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/creativeventuresvc.png,"AI, Deeptech, Climate, Healthcare, Labor","Oakland, US",http://linkedin.com/company/creative-ventures-partner/,@creative_vc,"Seed, Growth",https://creativeventures.vc/,invest@creativeventures.vc
Creator Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/thecreatorfundcom.png,"Science, Deeptech","London, UK",,@creatorfund,"Pre-seed, Seed",https://thecreatorfund.com/,https://form.typeform.com/to/xKECBHec?typeform-source=thecreatorfund.com
Creator Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/creatorventures.png,B2C,"London, UK",https://www.linkedin.com/company/creatorventuresofficial/,@,"Pre-seed, Seed",https://www.creator.ventures/,
Credo Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/credoventurescom.png,Generalist,"Prague, Czech Republic",https://www.linkedin.com/company/credo-ventures/,@credoventures,"Pre-seed, Seed",https://www.credoventures.com/,info@credoventures.com
Crescent Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/crescentcapitalcouk.png,"Health Care, Industrial, Software","Belfast, UK",,,Seed,http://www.crescentcapital.co.uk/,info@crescentcapital.co.uk
Crew Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/crewvc.png,B2B,"NYC, US",https://www.linkedin.com/company/crewvc,@crew_capital,Growth,https://crew.vc/,https://crew.vc/contact-us/
Crista Galli Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cristagallicom.png,Healthcare,"London, UK",https://www.linkedin.com/company/crista-galli-ventures,@cristagallivc,"Seed, Growth",https://www.cristagalli.com/,
Cross Border Impact Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/crossborderventures.png,Healthcare,"Toronto, Canada",https://www.linkedin.com/company/cross-border-impact-ventures/,,"Seed, Growth",https://www.crossborder.ventures/,
Cultur3 Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cultur3capital.png,Web 3,"Cayman, Cayman",https://www.linkedin.com/company/cultur3-capital/,,"Pre-seed, Seed, Growth",https://www.cultur3.capital/,admin@cultur3.capital
Cur8 Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cur8capital.png,Generalist,"London, UK",https://www.linkedin.com/company/cur8capital/,,"Pre-seed, Seed, Growth",https://cur8.capital/,team@cur8.capital
Cyber Mentor Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cybermentorfundcom.png,Cyber Security,"San Matteo, US",https://www.linkedin.com/company/cyber-mentor-fund/,@CyberMentorFund,"Pre-seed, Seed",https://cybermentorfund.com/,
D1 Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/linkedincomcompanyd1-capital-partners.png,,,https://www.linkedin.com/company/d1-capital-partners/,,,https://www.linkedin.com/company/d1-capital-partners,
D4 Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/uklinkedincomcompanyd4ventures.png,Ecommerce,"London, UK",https://www.linkedin.com/company/d4ventures/,,"Seed, Growth",https://d4ventures.com/,contact@d4ventures.com
Dasein Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/daseincapcom.png,"AI, Machine Learning","New York, US",https://www.linkedin.com/company/dasein-capital-llc/,,"Pre-seed, Seed",https://www.daseincap.com/,contact@daseincap.com
Dawn Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dawncapitalcom.png,"FinTech, B2B, Software","London, UK",https://www.linkedin.com/company/dawn-capital,@dawncapital,"Seed, Series A, Growth",http://dawncapital.com,
DCG,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dcgco.png,"Crypto, Blockchain, Currency","Stamford, US",https://www.linkedin.com/company/digital-currency-group?trk=company_logo,@DCGco,"Pre-seed, Seed, Growth",https://dcg.co/,https://dcg.co/contact
DeBa Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lulinkedincomcompanydeba-ventures.png,Generalist,"Luxembourg, Luxembourg",https://www.linkedin.com/company/deba-ventures/,,"Pre-seed, Seed",https://debaventures.com/,https://debaventures.com/application/
Deep Science Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/deepscienceventurescom.png,"Agriculture, Computation, Climate, Pharma","London, UK",https://www.linkedin.com/company/deep-science-ventures/,@deepsciventures,"Seed, Growth",https://deepscienceventures.com/,https://deepscienceventures.com/contact
Deepbridge Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/deepbridgecapitalcom.png,"Life Science, Renewable energy, Greentech, Energy","Chester, UK",https://www.linkedin.com/company/deepbridge-capital-llp/,@deepbridgecap,"Pre-seed, Seed",https://www.deepbridgecapital.com/,info@deepbridgecapital.com
Deepbridge Capital LLP,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/deepbridgecapitalcom.png,,"Chester, UK",https://www.linkedin.com/company/deepbridge-capital-llp/,@deepbridgecap,,https://www.deepbridgecapital.com/,
Deepbridge Venture Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/deepbridgecapitalcom.png,"Health Care, Energy","Manchester, UK",https://www.linkedin.com/company/deepbridge-capital-llp/,@deepbridgecap,"Pre-Seed, Seed",https://www.deepbridgecapital.com/,info@deepbridgecapital.com
Delin Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/delinventurescom.png,"Life Science, Tech","London, UK",https://www.linkedin.com/company/delinventures/,,"Seed, Series A, Growth",https://delinventures.com/,hello@delinventures.com
Dentons,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dentonscomenfind-your-dentons-teampracticessecurities-and-corporate-financeinvestment-funds-and-income-trusts.png,Generalist,"London, UK",https://www.linkedin.com/company/dentons/,,,https://www.dentons.com/en/find-your-dentons-team/practices/securities-and-corporate-finance/investment-funds-and-income-trusts,
Depo Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/depoventurescom.png,Generalist,"Prague, Czech Republic",https://www.linkedin.com/company/neuronixai/,@DepoVentures,Pre-seed,https://depoventures.com/,https://depoventures.com/contact
Derive Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/derive-venturescom.png,Travel,"New York, US",https://www.linkedin.com/in/tylercarrico,,"Pre-seed, Seed, Growth",https://derive-ventures.com/,
Devotion Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/devotionventurescom.png,B2B SAAS,"Goteborg, Sweden",https://www.linkedin.com/company/devotion-ventures/,,"Pre-seed, Seed",https://www.devotionventures.com/,hello@devotionventures.com
Dieter von Holtzbrinck Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/linkedincomcompanydieter-von-holtzbrinck-ventures-gmbh.png,Generalist,"Coligne, Germany",https://www.linkedin.com/company/dieter-von-holtzbrinck-ventures-gmbh/,,"Pre-seed, Seed, Growth",https://dvhventures.de/,https://dvhventures.typeform.com/to/UvfdLtrf
Digital Horizon,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/digitalhorizonvc.png,"FinTech, Retail, EdTech","London, UK",,,"Seed, Growth",https://digitalhorizon.vc/,hello@digitalhorizon.ru
Digitalis Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/digitalisventurescom.png,"Healthcare, Life sciences","NYC, US",https://www.linkedin.com/company/digitalis-ventures,@digitalisvc,"Pre-seed, Seed",https://www.digitalisventures.com/,
Dimension,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dimensioncapcom.png,"Tech, Life science","NYC, US",https://www.linkedin.com/company/dimensioncap,@_dimensioncap,"Seed, Growth",https://www.dimensioncap.com/,
Discovery Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/discoveryvc.png,Biotech,"London, UK",https://www.linkedin.com/company/discovery-ventures/about/,,"Seed, Growth",https://discovery.vc/,businessplans@discovery.vc
Dmg Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dmgventurescouk.png,"Ecommerce, PropTech, Media, B2C, Food and Beverage","London, UK",https://www.linkedin.com/company/dmg-ventures,@dmg_ventures,"Seed, Growth",https://www.dmgventures.co.uk/,
Dn Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dncapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/dn-capital/,@dncapital,"Seed, Growth",https://dncapital.com/,https://dncapital.com/pitch
Dopamine Sport Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/qalinkedincomcompanydopamine-sports-ventures?trk=ppro_cprof.png,,,https://www.linkedin.com/company/dopamine-sports-ventures/,,,https://qa.linkedin.com/company/dopamine-sports-ventures?trk=ppro_cprof,
Dorilton Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/doriltongroupcom.png,"IT infrastructure, data science, Cyber security","London, UK",https://www.linkedin.com/company/dorilton/,,"Seed, Growth",https://doriltongroup.com/,https://doriltongroup.com/contact/
Downing Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/downingcouk.png,Generalist,"London, UK",https://www.linkedin.com/company/downingllp/,@downingllp,"Seed, Growth",https://downing.co.uk/,investment@downing.co.uk
Draper Esprit,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/draperespritcom.png,Generalist,"London, UK",,https://twitter.com/Draperesprit,"Seed, Series A, Growth",http://draperesprit.com/,
DST Global Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dst-globalcom.png,Generalist,"Menlo Park, US",https://www.linkedin.com/company/dstglobal/,,"Seed, Growth",https://dst-global.com/,info@dst-global.com
DSW Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/uklinkedincomcompanydsw-ventures.png,Generalist,"London, UK",https://www.linkedin.com/company/dsw-ventures/,,"Pre-seed, Seed, Growth",https://dsw.vc/,hello@dsw.vc
Duet Asset Management,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/duetgroupnet.png,Generalist,"London, UK",,https://twitter.com/duet_group,Growth,https://www.duetgroup.net/,info@duetgroup.net
Dutch Founders Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dutchfoundersfundcom.png,Marketplaces,"Amsterdam, Netherlands",https://www.linkedin.com/company/13007119/admin/,@DutchFund,"Pre-seed, Seed",https://www.dutchfoundersfund.com/,basrieter@dutchfoundersfund.com
DvH Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/dvhventuresde.png,"Healthcare, Fintech, Edtech","Cologne, Germany",https://de.linkedin.com/company/dieter-von-holtzbrinck-ventures-gmbh,,"Pre-seed, Seed",https://dvhventures.de/,contact@dvhventures.de
Earlybird Venture Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/earlybirdcom.png,Generalist,"London, UK",https://www.linkedin.com/company/81558/,@EarlybirdVC/,"Pre-seed, Seed, Growth",https://earlybird.com/,
Earlymarket,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/earlymarketcom.png,Generalist,"London, UK",https://www.linkedin.com/company/21266502/,,"Pre-Seed, Seed",https://www.earlymarket.com/,info@earlymarket.com
Ecomachines Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ecomachinesventurescom.png,"Energy, Transport, Industrial","Cambridge, UK",https://www.linkedin.com/company/ecomachines/,,"Seed, Growth",http://ecomachinesventures.com/,info@ecomachinesventures.com
Edenred Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/edenredcapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/edenred-capital-partners/posts/,@EdenredCapital,"Seed, Growth",https://www.edenredcapital.com/,https://form.typeform.com/to/g94sVSn9
Edge Investment Management,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/edgevc.png,Generalist,"London, UK",https://www.linkedin.com/company/edgevc/,,"Seed, Growth",https://edge.vc/,edge-maitland@maitland.co.uk
Edison partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/edisonpartnerscom.png,"Fintech, Healthcare IT, Enterprise Software","Princeton, US",https://www.linkedin.com/company/edison-partners/,@Edison_Partners,Growth,https://www.edisonpartners.com/,https://www.edisonpartners.com/contact-edison-partners
Edition Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/editioncapitalcouk.png,"Entertainment, Leisure","London, UK",https://www.linkedin.com/company/edition-capital/,,Seed,https://www.editioncapital.co.uk/,enquiries@editioncapital.co.uk
Educapital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/educapitalfr.png,"Edtech, Future of work","Paris, France",https://www.linkedin.com/company/educapital_vc/,@Educapital_vc,"Seed, Growth",https://www.educapital.fr/,
Eight Roads Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/eightroadscomen.png,"Healthcare, Tech","London, UK",https://www.linkedin.com/company/eight-roads,@8roadsventures,"Seed, Growth",https://eightroads.com/en/,
Elbow Beach Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/elbowbeachcapitalcom.png,"Greentech, Tech","London, UK",https://www.linkedin.com/company/elbow-beach-capital/about/,,"Pre-seed, Seed",https://elbowbeachcapital.com/,https://elbowbeachcapital.com/contact/contact-entrepreneurs/
Element Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/elementventuresvc.png,"FinTech, B2B","London, UK",,,"Seed, Growth",https://elementventures.vc/,info@elementventures.vc
Emerge Education,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/emergeeducation.png,EdTech,"London, UK",https://www.linkedin.com/company/3600358/,@emergelab,"Pre-Seed, Seed",https://emerge.education/,https://emerge.education/deck/
Empirical Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/empiricalventuresvc.png,"Life Sciences, Advanced Materials, TechBio, Photonics and Quantum Hardware, Robotics and Automation, AgChem/Tech and DeepTech","Bristol, UK",https://www.linkedin.com/company/empirical-ventures/,,"Pre-seed, Seed",https://www.empiricalventures.vc/,https://www.empiricalventures.vc/contact
EMV Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/emvcapitalcom.png,Deeptech,"London, UK",https://www.linkedin.com/company/emvcapital/,@EMVCapital,"Seed, Growth",https://emvcapital.com/,info@emvcapital.com
Energy Impact Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/energyimpactpartnerscom.png,"Sustainability, Energy, Greentech","NYC, US",https://www.linkedin.com/company/energy-impact-partners/,@EnergyImpact_,"Seed, Growth",https://www.energyimpactpartners.com/,https://www.energyimpactpartners.com/how-to-reach-us/
Entree Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/entreecapcom.png,"Software, Fintech, PropTech","London, UK",https://www.linkedin.com/company/entree-capital/,@EntreeCap,"Pre-Seed, Seed, Series A",https://www.entreecap.com/,info@entreecapital.vc
Entrepreneur First,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/joinefcom.png,Generalist,"London, UK",https://www.linkedin.com/company/entrepreneur-first/,@join_ef,"Pre-seed, Seed",https://www.joinef.com/,https://apply.joinef.com/
Environmental Technologies Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/etfpartnerscapital.png,"Greentech, Sustainability","London, UK",https://www.linkedin.com/company/environmental-technologies-fund---etf,@etf_partners?lang=en,"Pre-seed, Seed, Growth",https://etfpartners.capital/,info@etfpartners.capital
Eos Venture Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/eosventurepartnerscom.png,InsurTech,"London, UK",https://www.linkedin.com/company/eos-venture-partners,@eosvp,"Seed, Growth",https://www.eosventurepartners.com/,connect@eosventurepartners.com
Episode 1 Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/episode1com.png,"Software, AI, B2B","London, UK",https://www.linkedin.com/in/simonmurdoch,@smrdch,Seed,https://www.episode1.com,
EQT Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/eqtventurescom.png,Generalist,"London, UK",https://www.linkedin.com/company/eqt-ventures/,@eqtventures,"Pre-seed, Seed, Growth",https://eqtventures.com/,
ESO Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/esocapitalcom.png,Generalist,"London, UK",,,Growth,https://www.esocapital.com/,info@esocapital.com
Espresso Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/espressocapitalcom.png,,"Toronto, Canada",https://ca.linkedin.com/company/espresso-capital,@Espressocap,,https://espressocapital.com/,
Eterna Blockchain Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/eternacapitalcom.png,Blockchain,"London, UK",https://www.linkedin.com/company/eterna-capital/,@eternacapital,"Pre-seed, Seed, Growth",https://www.eternacapital.com/,contact@eternacapital.com
ETF Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/etfpartnerscapital.png,"Sustainability, Greentech","London, UK",https://www.linkedin.com/company/environmental-technologies-fund---etf,@etf_partners?lang=en,"Seed, Growth",https://etfpartners.capital/,
Etfs Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/etfscapitalcom.png,Tech,"London, UK",https://www.linkedin.com/company/etfs-capital/,,Growth,https://www.etfscapital.com/,info@etfscapital.com
Euroventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/euroventureshu.png,Generalist,"Budapest, Hungary",https://www.linkedin.com/company/euroventures-kft/,,"Pre-seed, Seed, Growth",http://www.euroventures.hu/,office@euroventures.hu
Evolution Equity partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/evolutionequitycom.png,"Information Sec, B2C","New York, US",https://www.linkedin.com/company/evolution-equity-partners/,@EvolutionEquity,"Seed, Growth",https://evolutionequity.com/,info@evolutionequity.com
Exor Seed,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/exorcompress-releases2022-03-29exor-launches-italy-seeds-program-back-most-promising-entrepreneurs.png,,"Amsterdam, Netherlands",https://www.linkedin.com/company/exor_2,@undefined,,https://www.exor.com/press-releases/2022-03-29/exor-launches-italy-seeds-program-back-most-promising-entrepreneurs,ir@exor.com
Exor Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/exorcompagescompanies-investmentsventures.png,Generalist,"Amsterdam, Netherlands",https://www.linkedin.com/company/exor_2,,"Seed, Growth",https://www.exor.com/pages/companies-investments/ventures,
F Log Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/f-logvc.png,Logistics,"Greven, Germany",https://www.linkedin.com/company/f-log-ventures/,,"Seed, Growth",https://f-log.vc/,https://f-log.vc/contact
F Prime Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fprimecapitalcom.png,"Healthcare, Tech","Cambridge, US",https://www.linkedin.com/company/f-prime-capital-partners,@fprimecapital,"Seed, Growth",https://fprimecapital.com/,
Google for Startups,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/startupgooglecomprogramsfounders-funds.png,Generalist,"London, UK",https://www.linkedin.com/showcase/google-for-startups/,@googlestartups,"Pre-seed, Seed",https://startup.google.com/programs/founders-funds/,
Faber Capital London,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fabercapitalcom.png,Fintech,"Dubai, UAE",https://www.linkedin.com/company/faber-capital/about/,,"Seed, Growth",https://www.fabercapital.com/,
Fabric Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fabricvc.png,"Tech, Crypto","London, UK",https://www.linkedin.com/company/fabricventures/,@fabric_vc,"Seed, Growth",https://www.fabric.vc/,https://fabricvc.typeform.com/to/MBlGeG
Fasanara Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fasanaracom.png,Fintech,"London, UK",https://www.linkedin.com/company/fasanara/,,"Pre-seed, Seed, Growth",https://www.fasanara.com/,https://www.fasanara.com/contact
Felix Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/felixcapcom.png,"Media, E-Commerce, Generalist, B2C","London, UK",https://www.linkedin.com/company/felix-capital,@felixcapital,"Seed, Series A, Growth",https://www.felixcap.com/,info@felixcap.com
Fidelity International Strategic Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fisvcom.png,Fintech,"London, UK",https://www.linkedin.com/company/fidelity-international-strategic-ventures/,@FISV_,"Pre-seed, Seed, Growth",https://fisv.com/,
Fin VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fincapital.png,Fintech,"San Francisco, US",https://linkedin.com/company/finvc,@FinVentureCap,"Pre-seed, Seed, Growth",https://fin.capital/,https://fin.capital/contact
Finch Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/finchcapitalcom.png,"FinTech, IoT, AI","London, UK",https://www.linkedin.com/company/finch-capital/,@finchcapital,"Seed, Growth",https://www.finchcapital.com/,info@finchcapital.com
Fine Structure Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/finestructurevc.png,"Science, Tech","Boston, US",https://www.linkedin.com/company/finestructure,@finestructurevc,"Pre-seed, Seed",https://finestructure.vc/,
Fintop Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fintopcapitalcom.png,Fintech,"Nashville, US",https://www.linkedin.com/company/fintop-capital/,,"Pre-seed, Seed, Growth",https://www.fintopcapital.com/,https://www.fintopcapital.com/contact
Firestartr,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/firestartrco.png,"Software, FinTech","London, UK",https://www.linkedin.com/company/firestartr/about/,@firestartrco,Seed,https://www.firestartr.co/,
First Minute Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/firstminutecapital.png,Generalist,"Strand, UK",https://www.linkedin.com/company/firstminutecapital,https://twitter.com/firstminutecap,"Pre-seed, Seed",https://www.firstminute.capital/,team@firstminute.capital
Firstminute Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/firstminutecapital.png,Generalist,"London, UK",https://www.linkedin.com/company/firstminutecapital,https://twitter.com/firstminutecap,"Pre-seed, Seed",https://firstminute.capital/,team@firstminute.capital
FirstMonday VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/firstmondayvc.png,Generalist,"London, UK",https://www.linkedin.com/company/first-monday-vc,,"Pre-seed, Seed",https://www.firstmonday.vc/,info@firstmonday.vc
FirstPartyCapital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/firstpartycapitalcom.png,"Adtech, Martech, Media","London, UK",https://www.linkedin.com/company/firstpartycapital/,,"Pre-seed, Seed, Growth",https://firstpartycapital.com/,
Five Seasons Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fiveseasonsvc.png,"Foodtech, B2C, Food","Paris, France",https://fr.linkedin.com/company/five-seasons-ventures,@FiveSeasonsVC,"Pre-seed, Seed, Growth",https://www.fiveseasons.vc/,info@fiveseasons.com
Flori Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/floriventurescom.png,Fintech,"San Francisco, US",https://www.linkedin.com/company/floriventures,@floriventures,Seed,https://www.floriventures.com/,
